season,yr,holiday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,hr_sin,hr_cos,mnth_sin,mnth_cos,weekday_sin,weekday_cos
1,0,0,0,1,0.24,0.2879,0.81,0.0,16,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,1,0.22,0.2727,0.8,0.0,40,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,1,0.22,0.2727,0.8,0.0,32,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,1,0.24,0.2879,0.75,0.0,13,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,1,0.24,0.2879,0.75,0.0,1,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,2,0.24,0.2576,0.75,0.0896,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,1,0.22,0.2727,0.8,0.0,2,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,1,0.2,0.2576,0.86,0.0,3,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,1,0.24,0.2879,0.75,0.0,8,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,1,0.32,0.3485,0.76,0.0,14,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,1,0.38,0.3939,0.76,0.2537,36,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,1,0.36,0.3333,0.81,0.2836,56,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,1,0.42,0.4242,0.77,0.2836,84,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,2,0.46,0.4545,0.72,0.2985,94,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,2,0.46,0.4545,0.72,0.2836,106,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,2,0.44,0.4394,0.77,0.2985,110,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,2,0.42,0.4242,0.82,0.2985,93,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,2,0.44,0.4394,0.82,0.2836,67,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,3,0.42,0.4242,0.88,0.2537,35,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,3,0.42,0.4242,0.88,0.2537,37,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,2,0.4,0.4091,0.87,0.2537,36,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,2,0.4,0.4091,0.87,0.19399999999999998,34,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,2,0.4,0.4091,0.94,0.2239,28,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,2,0.46,0.4545,0.88,0.2985,39,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1,0,0,0,2,0.46,0.4545,0.88,0.2985,17,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,2,0.44,0.4394,0.94,0.2537,17,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,2,0.42,0.4242,1.0,0.2836,9,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,2,0.46,0.4545,0.94,0.19399999999999998,6,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,2,0.46,0.4545,0.94,0.19399999999999998,3,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,3,0.42,0.4242,0.77,0.2985,2,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,2,0.4,0.4091,0.76,0.19399999999999998,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,3,0.4,0.4091,0.71,0.2239,8,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,2,0.38,0.3939,0.76,0.2239,20,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,2,0.36,0.3485,0.81,0.2239,53,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,2,0.36,0.3333,0.71,0.2537,70,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,2,0.36,0.3333,0.66,0.2985,93,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,2,0.36,0.3485,0.66,0.1343,75,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,3,0.36,0.3485,0.76,0.19399999999999998,59,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,3,0.34,0.3333,0.81,0.1642,74,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,3,0.34,0.3333,0.71,0.1642,76,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,1,0.34,0.3333,0.57,0.19399999999999998,65,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,2,0.36,0.3333,0.46,0.3284,53,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,1,0.32,0.2879,0.42,0.4478,30,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,1,0.3,0.2727,0.39,0.3582,22,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,1,0.26,0.2273,0.44,0.3284,31,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,1,0.24,0.2121,0.44,0.2985,9,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,0,1,0.22,0.2273,0.47,0.1642,8,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
1,0,0,1,1,0.22,0.19699999999999998,0.44,0.3582,5,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.2,0.1667,0.44,0.4179,2,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.16,0.1364,0.47,0.3881,1,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.16,0.1364,0.47,0.2836,3,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.14,0.1061,0.5,0.3881,30,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.14,0.1364,0.5,0.19399999999999998,64,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.14,0.1212,0.5,0.2836,154,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.16,0.1364,0.43,0.3881,88,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.18,0.1667,0.43,0.2537,44,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.2,0.1818,0.4,0.3284,51,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.22,0.2121,0.35,0.2985,61,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.24,0.2121,0.35,0.2836,61,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.26,0.2424,0.3,0.2836,77,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.26,0.2424,0.3,0.2537,72,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.26,0.2424,0.3,0.2537,76,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.24,0.2273,0.3,0.2239,157,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.24,0.2576,0.32,0.1045,157,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.2,0.2576,0.47,0.0,110,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.2,0.2273,0.47,0.1045,52,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.18,0.19699999999999998,0.64,0.1343,52,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.14,0.1515,0.69,0.1343,20,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
1,0,0,1,1,0.18,0.2121,0.55,0.1045,12,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
